말하기와 토론,박현희,23,Fall,5.0,교수님 너무 좋으세요🥹 학점도 생각보다 잘 주십니다!
말하기와 토론,김종영,21,Spring,5.0,"1. 수업 방식
비대면 Zoom 강의였습니다. 강의명 그대로 말하기 2번, 토론 1번을 하면 됩니다. 실질적으로 교수님께서 많은 걸 알려주시지는 않고, 제가 발표하거나 다른 분들 발표를 듣는 시간 외에는 좋은 연사 영상을 보거나, 연설과 관련된 주제로 가볍게 이야기를 나누는 정도였습니다. 소회의실에서 4명 정도가 이야기해보는 시간도 꽤 많았고, 다른 분들의 말하기, 토론에 대한 동료평가서?를 작성해서 제출해야 했습니다.
이렇게 수업 시간에는 뭔가 할 게 조금 있었지만, 수업 외적으로는 말하기, 토론 원고 쓰기 정도가 로드의 전부여서 수업 시간에만 잘 집중하면 되었습니다. 과제가 아예 없는 건 아니지만, 이런 의미에서 꿀강인 축에 속한다고 생각합니다.
2. 교수님
교수님이 학생들 의견 듣는 걸 좋아하시고 많이 배려해주십니다. 그렇다고 발표가 강요되는 것은 아니고, 말하는 사람이 적으면 시험 때문에 힘들구나~ 하시면서 이해해주시려는 눈치였습니다. 또 중간고사 즈음 해서 자율학습일이 있었는데, 이때 자율학습일과 겹치지 않음에도 무려 ""휴강""을 해주시는(!!!) 천사 교수님이십니다.
조별 토론 대주제도 사랑이었을 만큼 사랑 이야기를 굉장히 좋아하시는 것 같습니다. 마지막 시간에는 종강 파티를 했는데, 직접 가곡 하나 불러주셨습니다! (물론 평가와 관련될 때는 꽤 냉정해지시는 것 같긴 합니다)
3. 과제와 성적
시험이 없고, 공감과 이해를 끌어내는 말하기 1번, 설득의 말하기 1번, 조별 토론 1번을 합니다. (중간고사 비스무리한 걸 하긴 했는데, 성적에 얼마나 반영되었을지 의문임)
말하기 2번은 각각 3분씩이어서 원고 한바닥 정도 써가면 충분히 잘할 수 있습니다. 말하기 후에 간단한 질의 응답이 있는데, 저는 무난한 주제로 준비해서 태클이 걸리진 않았습니다. 또 앞서 이야기한 것처럼 다른 분들의 말하기에 대한 간단한 소감 및 평가를 적고, 그 밑에 공감과 이해를 끌어내는 말하기, 설득의 말하기 각각에 대한 종합적인 생각을 덧붙여서 제출해야 합니다.
조별 토론은 책이나 영화 중에 몇 개를 추천받아서, 작품에 따라 조를 나눠 준비했습니다. 4~5명이 한 조였고, 4명일 때는 2명씩 서로 다른 주장을 하는 팀이 되었고, 5명일 때는 나머지 1명이 사회자를 맡았습니다. 특이한 점은 찬반 토론이 아니라 그저 서로 다르기만 한 주장 2개를 가지고 토론했다는 점입니다. 작품에 대한 해석 차이와, 나와 다른 주장을 가진 사람을 이해하고, 공격하기보다는 서로 중재하는 것이 가능한 토론 방식이어서 좋았습니다. 교수님께서 상세한 토론 모형을 제시해주시는데, 한 조 당 수업 1차시씩 썼습니다. 토론을 하지 않는 사람들은 토론을 평가하거나, 토론 내용을 요약해서 추후 제출하는데, 어떤 것을 할지는 그날그날 교수님이 알려주십니다.
종강 이후 계절 개강할 즈음까지 수업 포트폴리오를 내야 하는데, 한 학기 동안 작성한 원고나 개요서 등을 첨부하고, 말하기 및 토론에 대한 자기 분석, 토론 모형에 대한 의견 등 교수님께서 제시해주시는 내용을 추가로 작성해서 제출하면 됩니다. 포트폴리오가 시간이 적게 들 것 같으면서도 은근히 쓸 내용이 꽤 되었습니다.
이렇게 놓고 보면 과제 양이 꽤 되는 것처럼 보이는데, 실제로는 자잘한 정도였고, 시험이 없어서 전체적으로 로드가 그렇게 많다고 느껴지지는 않았어요!
저는 말하기 2번과 토론에는 열심히 참여한 편이고, 교수님께 칭찬도 들었지만, 포트폴리오를 잘 못 썼는지 A0 나왔습니다. 아마 포트폴리오 항목 하나에서 충분히 자세하게 쓰지 않았던 것이 원인인 것 같습니다. 여러분은 꼭 포트폴리오를 열심히 작성하셔서 아쉽지 않은 성적 거두시길 바랍니다!
4. 총평
의예과는 말토가 필수인데, 김종영 교수님은 1픽의 가치가 있다고 자신 있게 말할 수 있습니다. 뭘 많이 하는 것처럼 써놨지만, 말하기 수업 특성상 어느 정도 로드는 있을 수밖에 없는 듯합니다. 수업 분위기가 힐링 라디오 방송 듣는 것처럼 진행되어서 한 학기 내내 좋았고, 같이 수업 듣는 분들과도 많이 친해질 수 있었어요! (대면이었다면 더 친해졌을 듯) 학점도 잘 주시는 편입니다!
괜히 갓종영이 아닙니다! 고민하고 있다면 지금 당장 수강신청하세요!"
말하기와 토론,김종영,21,Spring,5.0,과제 신경 쓸 게 적은 편은 아니지만 부담스럽진 않고 학점 정말 잘 줍니다.
말하기와 토론,김종영,21,Spring,5.0,너무 좋음!!! 교수님 최고!!! 성적 약간 아쉽긴 하지만 그래도 좋음~~
말하기와 토론,김종영,21,Spring,5.0,꿀강이긴 한데 가성비가 좋은 꿀강은 아님. 시키는게 많아요
말하기와 토론,김종영,21,Spring,5.0,"킹갓빛종영
제발 종영말토 들으세요
수업들으면서는 말토 특성 상 이것저것 자잘하게 할게 많지만 듣고 나서 성적받으면 금방 미화됩니다"
말하기와 토론,김종영,21,Spring,5.0,"갓종영!
말하기 부담, 과제 부담 1도 없는 수업이에요
거기다 학생들이랑 소통하려고 노력하시는 스윗함,,,
마지막 수업에서는 노래까지 불러주셨어요
말하기를 잘하는 게 중요한 것이 아니라, 자신의 말하기에 대해 분석만 잘 하고 포트폴리오에 잘 담아내면 돼요!
포트폴리오에서 학점이 결정된다는 말을 듣고 하루정도 고생해서 썼는데 에이쁠 나왔습니다! 꽁으로 학점 잘 챙겨가네요 말토는 김종영교수님입니다 👍🏻👍🏻👍🏻"
말하기와 토론,김종영,20,Fall,5.0,"교수님 정말 좋으세요!
말토 들어야 한다면 김종영 교수님 꺼 들으세요.
수업 같이 듣는 학우들과 친해질 수 있는 수업이에요.
그리고 2학기에는 픽도 널널합니다."
말하기와 토론,김종영,20,Fall,5.0,갓종영느님입니다. 정말 말토 필수라면 교수님 강의 들으세요. 정말 최곱니다. 학기 중 기다려지는 시간이었습니다.
말하기와 토론,김종영,20,Fall,5.0,적극적으로 참여하면 즐거운 수업입니다!! 토론도 말하기도 다 재밌고 소수 수업이라 수강생 분들이랑 친해질 수 있어서 좋았어요. 무엇보다 시험도 없고 과제도 큰 부담 없어서 좋은 것 같습니다. 학점도 잘 주셔요!
말하기와 토론,김종영,19,Fall,5.0,"그저 빛종영 갓종영,,, 원래도 드랍자 포함 A+랑 A0 70%여서 사실상 거의 다 A 가져가는 수업이었는데, 비대면 기간 절평 때는 이런 꿀이 없을 정도로 최고의 꿀강입니다. 필요한 과제들 잘 제출하면 A대 보장입니다.
게다가 배워가는게 정말 많은 명강이기도 해요! 대학생활 교양 중에 가장 남는게 많았던 수업을 꼽으라면 주저없이 말토를 꼽을 것입니다. 다른 분들 말하는 걸 보고 느끼게 되는 점이 많고. 3번의 발표를 거치면서 스스로의 말하기에서 부족한 점을 고치고 자신감을 얻을 수 있게 됩니다. 처음부터 말을 청산유수처럼 잘하는 사람들만 듣는 게 절대 아니니까 주저없이 신청하세요!
다른 강의평들 보면 C+ 받아간 몇몇 분들이 안좋은 평가를 남기기도 했는데, 결코 랜덤으로 학점이 정해지는 구조는 아니라고 생각합니다. 발표에서도 토론에서도 교수님의 피드백대로 본인 대본을 발전시키면 좋은 평가를 받을 수 있고, 마지막에 제출하는 포트폴리오도 설렁설렁 쓴 사람과 열심히 쓴 사람 간에는 분명 차이가 있습니다. 결국 본인이 적당히 열심히 하면 큰 노력을 들이지 않고 활싱하게 좋은 성적을 얻어갈 수 있는 강의입니다."
말하기와 토론,김종영,20,Spring,5.0,비대면이라 그런가 드랍자가 많아서 성적 아주 잘 나왔습니다. 아래 수강평들은 비대면 수업일 때 학점 맞춰서 주시느라 그런 듯
말하기와 토론,김종영,20,Spring,5.0,형식적인거 신경 안쓰고 말투도 편한대로 그냥 하고싶은 대로 막 발표하고  토론했는데 A+  받음. 시험도 과제도 딱히 없어서 평소 말솜씨와 논리력이 좋다면 거저 먹을 수 있는 듯.
말하기와 토론,김종영,20,Spring,5.0,"비대면으로 수업을 들었지만 교수님이 열정 넘치게 진행하셨다고 생각합니다. 성적에 대한 불안감은 다소 인정합니다. 물론 저도 에쁠을 받긴 했지만 수업 들으면서 어떻게 나올지 확신이 없었고, 아 쟤는 씨쁠 받을 것 같다 싶은 경우들도 있었고요... 그래도 웬만하면 학점 잘 주시고 로드 자체도 공부만 하는거에 비해 좀 편한 것 같긴 합니다. 교양 학점 편하게 받고 싶거나, 말하기를 향상시키고 싶다면 들어볼 만한 가치가 있다고 생각합니다."
말하기와 토론,김종영,20,Spring,5.0,학점 잘 안 나온 애들은 지들이 열심히 안 한 거임ㅋㅋ 다들 빛갓종영 수업 듣자
말하기와 토론,김종영,19,Fall,1.0,교수님이 여는 토론대회 강제 참여 (심지어 수업에 반영되지도 않음)
말하기와 토론,김종영,19,Fall,1.0,"학점...... 학점느님이지 ㅋ
학점이 하도 랜덤이라 개열심히 해도 C 받는 사람도 있지만, 대충해도 A 받는 사람도 있자너~
수업 외적으로 학생들 써먹고 별 필요 없는 장기자랑이나 시키는 꼰대같은 교수 한학기 동안 볼 수 있고 70%의 확률에 본인 학점을 맡길 수 있음 들으세요 ^^ㅣㅂr"
말하기와 토론,김종영,19,Fall,2.0,학점이 랜덤... 피드백 ㄱㅊ게받고 빠지는거없이  다 열심히 했는데 학점은 c나옴.. 이런것도 난 견딜수 있다는 분만 수강바람
말하기와 토론,김종영,19,Fall,5.0,"설득의 말하기1번, 공감의 말하기1번, 토론은 팀플로 1번 하면 한학기가 끝나있음. 앞의 두번의 발표는 3분짜리로 큰 부담 없도, 토론은 사랑을 주제로 하는 토론인데 우리 팀원들이 다들 열정적이어서 무난히 잘 함. 공감,설득 말하기에서 교수님 칭찬받았고 토론 무난히 했더니 에이쁠!!
무엇보다, 말토 수강생들끼리의 교류가 많은 수업이라 많은 사람들을 만나고 소통하면서 한학기동안 엄청나게 성장한 것 같다. 관악 최고 명강&꿀강이라 해도 과언 아님! 
중간, 기말 없고, 진솔하게 자기 이야기 풀어내며 발표하면 되고, 내 발표 차례가 아닐때는 다른 사람의 발표 들으면서 서로 이야기 주고받고 피드백 해주는 수업. 한학기동안 최고의 힐링과목이었다. 종강 시즌에는 서로 선물 하나씩 가져와서 교환하고, 장기자랑하고 ㅋㅋ 단체사진 찍으며 훈훈하게 마무리❣️일단 갓종영 교수님이 너무 좋으셔서 학생들 과랑 이름 다 외우시고, 좋은 얘기도 많이 해주시고, 그리고 수강생들끼리의 교류도 많아 다양한 타과생들 만나 새로운 경험도 하고 그들과 친해져서 너무 좋다. 
1. 이야기하며 소통하는 것을 좋아한다.
2. 다양한 타과생들을 만나 친해지고 싶다.
3. 발표에 부담이 없다.
하시는 분들 말토 꼭 들으시길 바람! 한학기동안 정말 행복했습니다 말토 수강생 여러분❤️다들 새해복 많이 받으시길"
말하기와 토론,김종영,19,Fall,4.0,"워낙 말을 잘하시는 분들이 많았고, 교수님한테 안 좋은 평을 받아서 당연히 C가 뜰 줄 알았는데 A네요. 
정말 학점 기준은 모르겠지만 잘 받았으니 감사할게요."
말하기와 토론,김종영,19,Fall,4.0,"- 로드는 말하기 준비 및 원고 작성 (무난)
- 말하기는 토론 포함 총 3번 (크게 부담 없음)
- 중간고사로 말하기 분석. 기말고사는 없구 포트폴리오 필요
- 교수님 유쾌. 반 분위기 유쾌.
- 학점은 만족함."
말하기와 토론,김종영,19,Fall,1.0,"이게 학점이냐...
거르세요 여러분~ 무조건 딴교수찾으셈"
말하기와 토론,김종영,19,Spring,5.0,"*독서세미나 - 파우스트 수강함*
과목명 없어서 여기에 씁니다

진짜 빛갓종영... 중간기말없고 싹 다 대체과제인데 발퀄로 썼는데도 에쁠 주심 
그리고 무엇보다 수업이 너무 재밌고 교수님이 유쾌하셨음
독서세미나 한 번 밖에 못 듣는데 꼭 이걸로 들으세요!!"
말하기와 토론,김종영,19,Spring,5.0,갓종영! 그냥 말하기 3번하고 토론 1번 하면 됩니다 저는 말하기를 좋아해서 쉽고 좋고 재밋게 들엇어요
말하기와 토론,김종영,19,Spring,4.0,얻어가는건 딱히 모르겠지만 다른 과 친구들을 많이 만날수있고 강의시간이 재밌게 얘기하고 얘기듣는 시간이라 좋습니당!!
말하기와 토론,김종영,18,Fall,5.0,로드는 아랫분이 써주신 그대로고.. 말하는거 좋아하시면 진짜 꽁으로 a+얻을수 있는 수업입니다. 학생들이 말할기회를 최대한 보장해주시는 말하기 수업이에요 강추합니다
말하기와 토론,김종영,18,Fall,5.0,갓종영.. 말토에서 여자친구를 만났습니다 . 교수님 사랑해요❤️❤️
말하기와 토론,김종영,18,Fall,5.0,갓종영.... 수업에서 남자친구를 만났습니다!!!!♡♡ 교수님 감사합니다...
말하기와 토론,김종영,18,Spring,5.0,17-2 수강자님 말하신 것과 내용은 바뀐 게 없구요 성적은 나와봐야 알겠지만 진짜 한 학기 너무 재미있게 보냈어요!! 갓종영 교수님 사랑합니당 ㅎㅎ
말하기와 토론,김종영,17,Fall,5.0,"갓☆종☆영☆교수님... 로드는 3분짜리 5분짜리 발표 각각 하나씩이랑 조별 토론 한번, 학기 끝나고 포트폴리오 제출 한번임. 원고지 채우는 논술형 시험? 같은거 한번 치긴 햇는데 성적엔 거의 반영 안됏음 누구든 자유롭게 말하는 분위기로 수업 이끌어주셔서 넘나 행복햇습니다"
